project title,short title,project id,program,language,url,abstract,project_website,doi,status,signature_date,start_date,end_date,funded_under,total_cost,eu_contribution,coordinated_by,objective,keywords,programme,topic,coordinator,coordinator_eu_contribution,coordinator_adress,coordinator_website,number_participants,participant_no,participant_name,participant_address,participant_eu_contribution,participant_total_cost,participant_website
Citizens' observatory for coast and ocean optical monitoring,CITCLOPS,308469.0,FP7,es,https://cordis.europa.eu/project/id/308469,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerou...",,,Project closed,,1 October 2012,30 September 2015,"Specific Programme ""Cooperation"": Environment (including Climate Change)","4743458,33","3839758,00",FUNDACIO EURECAT           Spain,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerous industries, causing annual economic losses in the tens of millions of euros, in the form of reduced sales, diminished tourist activity and unemployment. A widely adopted, scientific way to assess the environmental status of water bodies is by measuring their optical properties (as indicators of, e.g. sewage impact, dissolved organic matter, sediment load or gross biological activity). The Citclops project aims to develop systems to retrieve and use data on seawater colour, transparency and fluorescence, using low-cost sensors combined with contextual information (e.g. georeferencing) and a community-based Internet platform, taking into account existing experiences (e.g. Secchi Dip-In, Coastwatch Europe and Oil Reporter). Simple and fast methods to establish the optical properties of seawater will be developed and used: e.g. the colour through Forel-Ule observations, and transparency through a variant of the Secchi disc. People will be able to acquire data taking photographs of the sea surface on ferries or other vessels, at the open sea or from the beach. Wearable digital cameras for aquatic activities with extended sensing systems are also proposed as alternative resources for crowdsourcing data. Data are automatically uploaded through a specific service or application (such as Google+ Instant Upload), archived remotely and processed, and resulting information is accessed through a webpage or a mobile application by end users. These are: policy makers (e.g. local administrations), which will be able to use the information to improve the management of the coastal zone; and citizens, who will be able to maximize their experience in activities in which water quality has a role.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,FUNDACIO EURECAT,"468800,00",AVENIDA UNIVERSITAT AUTONOMA 23 08290 Cerdanyola Del Valles (Barcelona) Spain    ,http://www.eurecat.org/,11,9,"THE PROVOST, FELLOWS, FOUNDATION SCHOLARS & THE OTHER MEMBERS OF BOARD, OF THE COLLEGE OF THE HOLY & UNDIVIDED TRINITY OF QUEEN ELIZABETH NEAR DUBLIN   Ireland",COLLEGE GREEN TRINITY COLLEGE D02 CX56 Dublin    ,"116400,00",No data,http://www.tcd.ie
Citizens' observatory for coast and ocean optical monitoring,CITCLOPS,308469.0,FP7,es,https://cordis.europa.eu/project/id/308469,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerou...",,,Project closed,,1 October 2012,30 September 2015,"Specific Programme ""Cooperation"": Environment (including Climate Change)","4743458,33","3839758,00",FUNDACIO EURECAT           Spain,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerous industries, causing annual economic losses in the tens of millions of euros, in the form of reduced sales, diminished tourist activity and unemployment. A widely adopted, scientific way to assess the environmental status of water bodies is by measuring their optical properties (as indicators of, e.g. sewage impact, dissolved organic matter, sediment load or gross biological activity). The Citclops project aims to develop systems to retrieve and use data on seawater colour, transparency and fluorescence, using low-cost sensors combined with contextual information (e.g. georeferencing) and a community-based Internet platform, taking into account existing experiences (e.g. Secchi Dip-In, Coastwatch Europe and Oil Reporter). Simple and fast methods to establish the optical properties of seawater will be developed and used: e.g. the colour through Forel-Ule observations, and transparency through a variant of the Secchi disc. People will be able to acquire data taking photographs of the sea surface on ferries or other vessels, at the open sea or from the beach. Wearable digital cameras for aquatic activities with extended sensing systems are also proposed as alternative resources for crowdsourcing data. Data are automatically uploaded through a specific service or application (such as Google+ Instant Upload), archived remotely and processed, and resulting information is accessed through a webpage or a mobile application by end users. These are: policy makers (e.g. local administrations), which will be able to use the information to improve the management of the coastal zone; and citizens, who will be able to maximize their experience in activities in which water quality has a role.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,FUNDACIO EURECAT,"468800,00",AVENIDA UNIVERSITAT AUTONOMA 23 08290 Cerdanyola Del Valles (Barcelona) Spain    ,http://www.eurecat.org/,11,10,STICHTING VU   Netherlands,DE BOELELAAN 1105 1081 HV Amsterdam    ,"396980,00",No data,
Citizens' observatory for coast and ocean optical monitoring,CITCLOPS,308469.0,FP7,es,https://cordis.europa.eu/project/id/308469,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerou...",,,Project closed,,1 October 2012,30 September 2015,"Specific Programme ""Cooperation"": Environment (including Climate Change)","4743458,33","3839758,00",FUNDACIO EURECAT           Spain,"In the marine environment, anthropogenic pressures on resources and non-anthropogenic causes may create harmful conditions that affect human society. Harmful algal blooms and habitat destruction are examples, which pose serious human-health threats and severely affect numerous industries, causing annual economic losses in the tens of millions of euros, in the form of reduced sales, diminished tourist activity and unemployment. A widely adopted, scientific way to assess the environmental status of water bodies is by measuring their optical properties (as indicators of, e.g. sewage impact, dissolved organic matter, sediment load or gross biological activity). The Citclops project aims to develop systems to retrieve and use data on seawater colour, transparency and fluorescence, using low-cost sensors combined with contextual information (e.g. georeferencing) and a community-based Internet platform, taking into account existing experiences (e.g. Secchi Dip-In, Coastwatch Europe and Oil Reporter). Simple and fast methods to establish the optical properties of seawater will be developed and used: e.g. the colour through Forel-Ule observations, and transparency through a variant of the Secchi disc. People will be able to acquire data taking photographs of the sea surface on ferries or other vessels, at the open sea or from the beach. Wearable digital cameras for aquatic activities with extended sensing systems are also proposed as alternative resources for crowdsourcing data. Data are automatically uploaded through a specific service or application (such as Google+ Instant Upload), archived remotely and processed, and resulting information is accessed through a webpage or a mobile application by end users. These are: policy makers (e.g. local administrations), which will be able to use the information to improve the management of the coastal zone; and citizens, who will be able to maximize their experience in activities in which water quality has a role.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,FUNDACIO EURECAT,"468800,00",AVENIDA UNIVERSITAT AUTONOMA 23 08290 Cerdanyola Del Valles (Barcelona) Spain    ,http://www.eurecat.org/,11,11,STICHTING DELTARES   Netherlands,BOUSSINESQWEG 1 2629 HV Delft    ,"172250,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,1,FUNDACIO CENTRE DE RECERCA EN EPIDEMIOLOGIA AMBIENTAL - CREAL   Participation ended   Spain,Calle Doctor Aiguader 88 08003 BARCELONA    ,"457560,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,2,PETER VAN DEN HAZEL   Netherlands,KASTANJELAAN 5 6955 AM ELLECOM    ,"110833,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,3,NORGES ASTMA-OG ALLERGIFORBUND ASSOCIATION   Norway,St. Olavs gate 25 0166 Oslo    ,"186750,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,4,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY   Israel,SENATE BUILDING TECHNION CITY 32000 Haifa    ,"293850,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,5,CESKE VYSOKE UCENI TECHNICKE V PRAZE   Czechia,JUGOSLAVSKYCH PARTYZANU 1580/3 160 00 Praha    ,"192568,00",No data,http://www.cvut.cz
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,6,QUEENSLAND UNIVERSITY OF TECHNOLOGY - QLD QUT   Australia,GEORGE STREET 2 4001 Brisbane    ,"79380,00",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,7,AIRBASE SYSTEMS LTD   Israel,GRANOT FACTORIES 38100 EMEG HEFER    ,"91376,60",No data,
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,8,NTRAM GENERAL S.A.   Spain,CALLE VICTOR PRADERA 45 08940 Cornella De Llobregat Barcelona    ,"320796,00",No data,http://www.ateknea.com
Development of sensor-based Citizens' Observatory Community for improving quality of life in cities,CITI-SENSE,308524.0,FP7,en,https://cordis.europa.eu/project/id/308524,"CITI-SENSE will develop ""citizens' observatories"" to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonst...",http://www.citi-sense.eu/,,Project closed,,1 October 2012,30 September 2016,"Specific Programme ""Cooperation"": Environment (including Climate Change)","12341563,29","8968282,00",STIFTELSEN NILU           Norway,"CITI-SENSE will develop “citizens’ observatories” to empower citizens to contribute to and participate in environmental governance, to enable them to support and influence community and societal priorities and associated decision making. CITI-SENSE will develop, test, demonstrate and validate a community-based environmental monitoring and information system using innovative and novel Earth Observation applications.To achieve this, the project will: (i) raise environmental awareness in citizens, (ii) raise user participation in societal environmental decisions and (iii) provide feedback on the impact that citizens had in decisions. It will address the call’s request for effective participation by citizens in environmental stewardship, based on broad stakeholder and user involvement in support of both community and policy priorities. The project aims to learn from citizen experience and perception and enable citizenship co-participation in community decision making and co-operative planning.The concept of CITI-SENSE rests on three pillars: technological platforms for distributed monitoring; information and communication technologies; and societal involvement. Three pilot case studies will focus on a range of services related to environmental issues of societal concern: combined environmental exposure and health associated with air quality; noise and development of public spaces, and indoor air at schools. Attention will be given to representativeness of citizen participation. The case studies will be designed in collaboration with citizens’ groups and decision makers. They will be based on distributed data collection using innovative static, portable and personal devices (low-cost reliable microsensor packs) that communicate with a data repositories through mobile phones or other devices. Development of participatory methods, data management strategies, and applications to facilitate exploitation of the data and information for policy, and society, will be done.","Programme(s)  FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)","FP7-ENVIRONMENT - Specific Programme ""Cooperation"": Environment (including Climate Change)",ENV.2012.6.5-1 - Developing community-based environmental monitoring and information systems using innovative and novel earth observation applications,STIFTELSEN NILU,"1882519,26",INSTITUTTVEIEN 18 2027 Kjeller Norway    ,http://www.nilu.no,30,9,GAC SPOL SRO   Participation ended   Czechia,NA BASTE SV JIRI 259 / 9 160 00 PRAHA    ,"62159,39",No data,
